-2,90,0,0,270,-180
-5,90,0,0,270,-180
-7,90,0,0,270,-180
-10,90,0,0,270,-180
-12,90,0,0,270,-180
-14,90,0,0,270,-180
-17,90,0,0,270,-180
-19,90,0,0,270,-180
-21,90,0,0,270,-180
-24,90,0,0,270,-180
-26,90,0,0,270,-180
-29,90,0,0,270,-180
-31,90,0,0,270,-180
-33,90,0,0,270,-180
-36,90,0,0,270,-180
-38,90,0,0,270,-180
-41,90,0,0,270,-180
-43,90,0,0,270,-180
-45,90,0,0,270,-180
-48,90,0,0,270,-180
-50,90,0,0,270,-180
-52,90,0,0,270,-180
-55,90,0,0,270,-180
-57,90,0,0,270,-180
-60,90,0,0,270,-180
-62,90,0,0,270,-180
-64,90,0,0,270,-180
-67,90,0,0,270,-180
-69,90,0,0,270,-180
-72,90,0,0,270,-180
-74,90,0,0,270,-180
-76,90,0,0,270,-180
-79,90,0,0,270,-180
-81,90,0,0,270,-180
-83,90,0,0,270,-180
-86,90,0,0,270,-180
-88,90,0,0,270,-180
-91,90,0,0,270,-180
-93,90,0,0,270,-180
-95,90,0,0,270,-180
-98,90,0,0,270,-180
-100,90,0,0,270,-180
-103,90,0,0,270,-180
-100,90,0,0,270,-180
-98,90,0,0,270,-180
-95,90,0,0,270,-180
-93,90,0,0,270,-180
-91,90,0,0,270,-180
-88,90,0,0,270,-180
-86,90,0,0,270,-180
-83,90,0,0,270,-180
-81,90,0,0,270,-180
-79,90,0,0,270,-180
-76,90,0,0,270,-180
-74,90,0,0,270,-180
-72,90,0,0,270,-180
-69,90,0,0,270,-180
-67,90,0,0,270,-180
-64,90,0,0,270,-180
-62,90,0,0,270,-180
-60,90,0,0,270,-180
-57,90,0,0,270,-180
-55,90,0,0,270,-180
-52,90,0,0,270,-180
-50,90,0,0,270,-180
-48,90,0,0,270,-180
-45,90,0,0,270,-180
-43,90,0,0,270,-180
-41,90,0,0,270,-180
-38,90,0,0,270,-180
-36,90,0,0,270,-180
-33,90,0,0,270,-180
-29,90,0,0,270,-180
