799.512661615277,-27.9195973620008,1005,180,-0,-2
796.955758473396,-69.7245941981265,1005,180,-0,-5
794.036921313058,-97.495474724118,1005,180,-0,-7
787.846202409766,-138.918542133544,1005,180,-0,-10
782.518080587045,-166.329352654207,1005,180,-0,-12
776.236581020797,-193.537516479734,1005,180,-0,-14
765.043804770428,-233.897363778189,1005,180,-0,-17
756.414860479454,-260.454523565725,1005,180,-0,-19
746.864341197761,-286.69435963624,1005,180,-0,-21
730.836366114081,-325.38931446064,1005,180,-0,-24
719.035237039334,-350.696917431262,1005,180,-0,-26
699.695765711517,-387.84769619707,1005,180,-0,-29
685.73384056169,-412.030459928043,1005,180,-0,-31
670.936454356339,-435.711228012022,1005,180,-0,-33
647.213595499958,-470.228201833979,1005,180,-0,-36
630.408602885378,-492.529180260527,1005,180,-0,-38
603.767664178218,-524.847223192406,1005,180,-0,-41
585.082961295336,-545.598688049999,1005,180,-0,-43
565.685424949238,-565.685424949238,1005,180,-0,-45
535.304485087087,-594.515860381915,1005,180,-0,-48
514.230087749232,-612.835554495182,1005,180,-0,-50
492.529180260527,-630.408602885378,1005,180,-0,-52
458.861149080837,-655.321635431193,1005,180,-0,-55
435.711228012022,-670.936454356339,1005,180,-0,-57
400,-692.820323027551,1005,180,-0,-60
375.577250228713,-706.358074287141,1005,180,-0,-62
350.696917431262,-719.035237039334,1005,180,-0,-64
312.584902791419,-736.403882761952,1005,180,-0,-67
286.69435963624,-746.864341197761,1005,180,-0,-69
247.213595499958,-760.845213036123,1005,180,-0,-72
220.509884653599,-769.009356750655,1005,180,-0,-74
193.537516479734,-776.236581020797,1005,180,-0,-76
152.647196301236,-785.301746758131,1005,180,-0,-79
125.147572032185,-790.15067247611,1005,180,-0,-81
97.495474724118,-794.036921313058,1005,180,-0,-83
55.8051789953004,-798.051240207859,1005,180,-0,-86
27.9195973620009,-799.512661615277,1005,180,-0,-88
-13.9619251498268,-799.878156125113,1005,180,-0,-91
-41.8687649943549,-798.903627803659,1005,180,-0,-93
-69.7245941981266,-796.955758473396,1005,180,-0,-95
-111.338480768052,-792.214454993256,1005,180,-0,-98
-138.918542133544,-787.846202409766,1005,180,-0,-100
-179.960843475092,-779.496051828188,1005,180,-0,-103
-138.918542133544,-787.846202409766,1005,180,-0,-100
-111.338480768052,-792.214454993256,1005,180,-0,-98
-69.7245941981266,-796.955758473396,1005,180,-0,-95
-41.8687649943549,-798.903627803659,1005,180,-0,-93
-13.9619251498268,-799.878156125113,1005,180,-0,-91
27.9195973620009,-799.512661615277,1005,180,-0,-88
55.8051789953004,-798.051240207859,1005,180,-0,-86
97.495474724118,-794.036921313058,1005,180,-0,-83
125.147572032185,-790.15067247611,1005,180,-0,-81
152.647196301236,-785.301746758131,1005,180,-0,-79
193.537516479734,-776.236581020797,1005,180,-0,-76
220.509884653599,-769.009356750655,1005,180,-0,-74
247.213595499958,-760.845213036123,1005,180,-0,-72
286.69435963624,-746.864341197761,1005,180,-0,-69
312.584902791419,-736.403882761952,1005,180,-0,-67
350.696917431262,-719.035237039334,1005,180,-0,-64
375.577250228713,-706.358074287141,1005,180,-0,-62
400,-692.820323027551,1005,180,-0,-60
435.711228012022,-670.936454356339,1005,180,-0,-57
458.861149080837,-655.321635431193,1005,180,-0,-55
492.529180260527,-630.408602885378,1005,180,-0,-52
514.230087749232,-612.835554495182,1005,180,-0,-50
535.304485087087,-594.515860381915,1005,180,-0,-48
